time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2022-08-29 05:01:38.892 UTC, , , , , , , , , ,125,3304045,157520,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304045,355819,6, ,355479, , , , ,356387,187319443256,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,356387,1661747431780,,, , , , , , , , , ,3145728,356357,78,78,27,78, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,166191568, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 05:12:00.075 UTC, , , , , , , , , ,125,3170253,24400, , ,5,2,38,5,0.13,2, , , , , ,2,5,5, ,5, ,2,3,6, ,44,20, , , , , , , , ,1, , , ,3170253,358018,7,356458,356458,1,3,1,5,358073,189368971064,-1,-1,-1,-1, , , , , ,44,3735, , , , , , , , , , , , , , , , , , , , , , , , , ,358073,1661749917957,,, , , , , , , , , ,3145728,358018,6,6,5,6, , ,32,1,1,4,1, ,3,2, ,32, ,2048,1, , , , , ,818490,131,1686,1, , , , ,3,214,12,1394,277976936,1, , , , , , ,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-08-29 05:12:01.049 UTC, , , , , , , , , ,125,3172069,26216, , ,5, ,10, , , , , , , , ,1,5,5, , ,1,2,2,6, ,4,2, , , , , , , , ,1, , , ,3172069,358018,7,356458,356458, , , , ,358073,189368905528,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,358073,1661749917957,,, , , , , , , , , ,3145728,358018, , , , , , ,3, , ,1, , ,3, , ,3,1, , , , , , , ,4224,4, , , , , , , , , , ,297091864,1, , , , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,8, , , , , , , , , , , 
2022-08-29 05:12:05.579 UTC, , , , , , , , , ,125,3165077,19224, , ,3, ,25,3,0.12, , , , , , , ,3,3, ,2, ,2,1,4, ,36,22, , , , , , , , ,1, , , ,3165077,358513,8, ,358143, , , , , , ,-1,-1,-1,-1, , , , , ,44,3752, , , , , , , , , , , , , , , , , , , , , , , , , , ,1661749922819,,, , , , , , , , , ,3145728,358513, , , , , , ,30, , ,2, , ,3, , ,30, ,2048,1, , , , , ,806378,127, , , , , , ,3,214,12,1394,311185936,2, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-08-29 05:13:05.610 UTC, , , , , , , , , ,125,3304253,157728,672, ,34,19,475,31,0.07, , , , , , , ,34,7, , ,19,24,13,21, ,105,95, , , , , , , , ,1, , , ,3304253,358513,8, ,358143, , , , ,359081,189367983928,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,359081,1661749922819,,, , , , , , , , , ,3145728,359051,5,5,2,5, , ,149,3,3,3,3, ,3,6, ,149,1, , , , , ,9, ,151429,161,516,3, , , , ,1,1218,2,642,155080752,1, , , , , , ,1633, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,1202,409,12, , , , , , , , , , 
2022-08-29 05:14:05.617 UTC, , , , , , , , , ,125,3304253,157728,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304253,358513,8, ,358143, , , , ,359081,189367693112,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,359081,1661749922819,,, , , , , , , , , ,3145728,359051,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,160015840, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 05:15:05.627 UTC, , , , , , , , , ,125,3304253,157728,672, ,34, ,17, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304253,358513,8, ,358143, , , , ,359081,187721600824,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,359081,1661749922819,,, , , , , , , , , ,3145728,359051,4,4,1,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,194247328, , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,12, , , , , , , , , , 
2022-08-29 05:16:05.628 UTC, , , , , , , , , ,125,3304253,157728,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304253,358513,8, ,358143, , , , ,359081,187724689208,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,359081,1661749922819,,, , , , , , , , , ,3145728,359051,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,195729560, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 05:17:05.659 UTC, , , , , , , , , ,125,3304253,157728,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304253,358513,8, ,358143, , , , ,359081,186526547768,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,359081,1661749922819,,, , , , , , , , , ,3145728,359051,4,4,2,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,196477648, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 05:18:05.640 UTC, , , , , , , , , ,125,3304253,157728,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304253,358513,8, ,358143, , , , ,359081,186526465848,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,359081,1661749922819,,, , , , , , , , , ,3145728,359051,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,197926104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 05:19:05.646 UTC, , , , , , , , , ,125,3304253,157728,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304253,358513,8, ,358143, , , , ,359081,186526396216,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,359081,1661749922819,,, , , , , , , , , ,3145728,359051,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,198666136, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 05:20:05.653 UTC, , , , , , , , , ,125,3304253,157728,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304253,358513,8, ,358143, , , , ,359081,186525998904,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,359081,1661749922819,,, , , , , , , , , ,3145728,359051,5,5,3,5, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,199687136, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 05:21:05.670 UTC, , , , , , , , , ,125,3304253,157728,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304253,358513,8, ,358143, , , , ,359081,186524438328,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,359081,1661749922819,,, , , , , , , , , ,3145728,359051,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,200658584, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 05:22:05.676 UTC, , , , , , , , , ,125,3304253,157728,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304253,358513,8, ,358143, , , , ,359081,186524081976,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,359081,1661749922819,,, , , , , , , , , ,3145728,359051,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,201679768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 05:23:05.692 UTC, , , , , , , , , ,125,3304253,157728,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304253,358513,8, ,358143, , , , ,359081,187369221944,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,359081,1661749922819,,, , , , , , , , , ,3145728,359051,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,202557400, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 05:24:05.700 UTC, , , , , , , , , ,125,3304253,157728,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304253,358513,8, ,358143, , , , ,359081,187368763192,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,359081,1661749922819,,, , , , , , , , , ,3145728,359051,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,203759200, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 05:25:05.710 UTC, , , , , , , , , ,125,3304253,157728,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304253,358513,8, ,358143, , , , ,359081,187372597048,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,359081,1661749922819,,, , , , , , , , , ,3145728,359051,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,205224248, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 05:26:05.702 UTC, , , , , , , , , ,125,3304253,157728,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304253,358513,8, ,358143, , , , ,359081,187372506936,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,359081,1661749922819,,, , , , , , , , , ,3145728,359051,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,206858136, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 05:27:05.708 UTC, , , , , , , , , ,125,3304253,157728,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304253,358513,8, ,358143, , , , ,359081,187372171064,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,359081,1661749922819,,, , , , , , , , , ,3145728,359051,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,208708592, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 05:28:05.713 UTC, , , , , , , , , ,125,3304253,157728,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304253,358513,8, ,358143, , , , ,359081,187372306232,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,359081,1661749922819,,, , , , , , , , , ,3145728,359051,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,209448616, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 06:01:04.539 UTC, , , , , , , , , ,125,3172277,26424, , ,5,2,40,5,0.13,1, , , , , ,1,5,5, ,5,1,2,3,6, ,49,22, , , , , , , , ,1, , , ,3172277,361290,9,359152,359152,1,2,2,6,361345,187699646264,-1,-1,-1,-1, , , , , ,44,3755, , , , , , , , , , , , , , , , , , , , , , , , , ,361345,1661752863082,,, , , , , , , , , ,3145728,361290,3,3,1,3, , ,35,1,1,4,1, ,3,2, ,35, ,2048,1, , , , , ,820714,134,2264,1, , , , ,3,283,12,10603,253487984,5, , , , , , ,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-08-29 06:01:05.308 UTC, , , , , , , , , ,125,3172277,26424, , ,5, ,10, , , , , , , , ,1,5,5, , , ,2,2,6, ,4,2, , , , , , , , ,1, , , ,3172277,361290,9,359152,359152, , , , ,361345,187699646264,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,361345,1661752863082,,, , , , , , , , , ,3145728,361290, , , , , , ,2, , ,1, , ,3, , ,2,1, , , , , , , ,2176,3, , , , , , , , , , ,270609112,5, , , , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,8, , , , , , , , , , , 
2022-08-29 06:01:05.914 UTC, , , , , , , , , ,125,3165125,19272, , ,3,1,25,3,0.12, , , , , , , ,3,3, ,2,1,2,1,4, ,40,24, , , , , , , , ,1, , , ,3165125,361717,10, ,361415, , , , , , ,-1,-1,-1,-1, , , , , ,45,3772, , , , , , , , , , , , , , , , , , , , , , , , , , ,1661752865799,,, , , , , , , , , ,3145728,361717, , , , , , ,33, , ,2, , ,3, , ,33, ,2048,1, , , , , ,824986,132, , , , , , ,3,283,12,10603,288834328,5, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-08-29 06:02:07.224 UTC, , , , , , , , , ,125,3304461,157936,672, ,34,18,470,31,0.07, , , , , , , ,34,7, , ,18,24,13,21, ,104,95, , , , , , , , ,1, , , ,3304461,361717,10, ,361415, , , , ,362285,187699244856,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,362285,1661752865799,,, , , , , , , , , ,3145728,362255,321,321,55,321, , ,148,3,3,3,3, ,3,6, ,148,1, , , , , ,9, ,149381,160,516,3, , , , ,1,1322,1,7291,406291296,5, , , , , , ,1632, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,1202,409,9, , , , , , , , , , 
2022-08-29 06:03:07.240 UTC, , , , , , , , , ,125,3304461,157936,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304461,361717,10, ,361415, , , , ,362285,187702681400,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,362285,1661752865799,,, , , , , , , , , ,3145728,362255,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,408932048,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 06:04:07.246 UTC, , , , , , , , , ,125,3304461,157936,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304461,361717,10, ,361415, , , , ,362285,187701731128,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,362285,1661752865799,,, , , , , , , , , ,3145728,362255,4,4,3,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,412894728, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 06:05:07.266 UTC, , , , , , , , , ,125,3304461,157936,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304461,361717,10, ,361415, , , , ,362285,187701522232,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,362285,1661752865799,,, , , , , , , , , ,3145728,362255,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,413416800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 06:06:07.265 UTC, , , , , , , , , ,125,3304461,157936,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304461,361717,10, ,361415, , , , ,362285,187700793144,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,362285,1661752865799,,, , , , , , , , , ,3145728,362255,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,415654104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 06:07:07.280 UTC, , , , , , , , , ,125,3304461,157936,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304461,361717,10, ,361415, , , , ,362285,187699085112,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,362285,1661752865799,,, , , , , , , , , ,3145728,362255,2,2,2,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,417080640, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 06:08:07.285 UTC, , , , , , , , , ,125,3304461,157936,672, ,34, ,17, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304461,361717,10, ,361415, , , , ,362285,187699175224,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,362285,1661752865799,,, , , , , , , , , ,3145728,362255,6,6,4,6, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , ,1,1552,131993080, , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,12, , , , , , , , , , 
2022-08-29 06:09:07.300 UTC, , , , , , , , , ,125,3304461,157936,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304461,361717,10, ,361415, , , , ,362285,187697807160,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,362285,1661752865799,,, , , , , , , , , ,3145728,362255,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,132963992, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 06:10:07.316 UTC, , , , , , , , , ,125,3304461,157936,672, ,34, ,11, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304461,361717,10, ,361415, , , , ,362285,187700973368,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,362285,1661752865799,,, , , , , , , , , ,3145728,362255,293,293,99,293, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,134261272,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, , , , , , , , , , 
2022-08-29 06:11:07.337 UTC, , , , , , , , , ,125,3304461,157936,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304461,361717,10, ,361415, , , , ,362285,186618834744,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,362285,1661752865799,,, , , , , , , , , ,3145728,362255,5,5,2,5, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,143570632,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 06:12:07.318 UTC, , , , , , , , , ,125,3304461,157936,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304461,361717,10, ,361415, , , , ,362285,186617282360,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,362285,1661752865799,,, , , , , , , , , ,3145728,362255,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,145986992, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 06:13:07.351 UTC, , , , , , , , , ,125,3304461,157936,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304461,361717,10, ,361415, , , , ,362285,186615996216,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,362285,1661752865799,,, , , , , , , , , ,3145728,362255,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,146740976, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 06:14:07.341 UTC, , , , , , , , , ,125,3304461,157936,672, ,34, ,12, , , , , , , , , ,34,7, , , ,24,13,21, , , , , , , , , , , ,1, , , ,3304461,361717,10, ,361415, , , , ,362285,186614710072,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,362285,1661752865799,,, , , , , , , , , ,3145728,362255,6,6,3,6, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,147341792, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
